number|name|form|mainType|subType|totalBaseStat|hpBaseStat|attackBaseStat|defenseBaseStat|specialAttackBaseStat|specialDefenseBaseStat|speedBaseStat|imageUrl
386|Deoxys|Defense Forme|Psychic||600|50|70|160|70|160|90|https://img.pokemondb.net/sprites/sun-moon/icon/deoxys-defense.png
386|Deoxys|Speed Forme|Psychic||600|50|95|90|95|90|180|https://img.pokemondb.net/sprites/sun-moon/icon/deoxys-speed.png
387|Turtwig||Grass||318|55|68|64|45|55|31|https://img.pokemondb.net/sprites/sun-moon/icon/turtwig.png
388|Grotle||Grass||405|75|89|85|55|65|36|https://img.pokemondb.net/sprites/sun-moon/icon/grotle.png
389|Torterra||Grass|Ground|525|95|109|105|75|85|56|https://img.pokemondb.net/sprites/sun-moon/icon/torterra.png
390|Chimchar||Fire||309|44|58|44|58|44|61|https://img.pokemondb.net/sprites/sun-moon/icon/chimchar.png
391|Monferno||Fire|Fighting|405|64|78|52|78|52|81|https://img.pokemondb.net/sprites/sun-moon/icon/monferno.png
392|Infernape||Fire|Fighting|534|76|104|71|104|71|108|https://img.pokemondb.net/sprites/sun-moon/icon/infernape.png
393|Piplup||Water||314|53|51|53|61|56|40|https://img.pokemondb.net/sprites/sun-moon/icon/piplup.png
394|Prinplup||Water||405|64|66|68|81|76|50|https://img.pokemondb.net/sprites/sun-moon/icon/prinplup.png
395|Empoleon||Water|Steel|530|84|86|88|111|101|60|https://img.pokemondb.net/sprites/sun-moon/icon/empoleon.png
396|Starly||Normal|Flying|245|40|55|30|30|30|60|https://img.pokemondb.net/sprites/sun-moon/icon/starly.png
397|Staravia||Normal|Flying|340|55|75|50|40|40|80|https://img.pokemondb.net/sprites/sun-moon/icon/staravia.png
398|Staraptor||Normal|Flying|485|85|120|70|50|60|100|https://img.pokemondb.net/sprites/sun-moon/icon/staraptor.png
399|Bidoof||Normal||250|59|45|40|35|40|31|https://img.pokemondb.net/sprites/sun-moon/icon/bidoof.png
400|Bibarel||Normal|Water|410|79|85|60|55|60|71|https://img.pokemondb.net/sprites/sun-moon/icon/bibarel.png
401|Kricketot||Bug||194|37|25|41|25|41|25|https://img.pokemondb.net/sprites/sun-moon/icon/kricketot.png
402|Kricketune||Bug||384|77|85|51|55|51|65|https://img.pokemondb.net/sprites/sun-moon/icon/kricketune.png
403|Shinx||Electric||263|45|65|34|40|34|45|https://img.pokemondb.net/sprites/sun-moon/icon/shinx.png
404|Luxio||Electric||363|60|85|49|60|49|60|https://img.pokemondb.net/sprites/sun-moon/icon/luxio.png
405|Luxray||Electric||523|80|120|79|95|79|70|https://img.pokemondb.net/sprites/sun-moon/icon/luxray.png
406|Budew||Grass|Poison|280|40|30|35|50|70|55|https://img.pokemondb.net/sprites/sun-moon/icon/budew.png
407|Roserade||Grass|Poison|515|60|70|65|125|105|90|https://img.pokemondb.net/sprites/sun-moon/icon/roserade.png
408|Cranidos||Rock||350|67|125|40|30|30|58|https://img.pokemondb.net/sprites/sun-moon/icon/cranidos.png
409|Rampardos||Rock||495|97|165|60|65|50|58|https://img.pokemondb.net/sprites/sun-moon/icon/rampardos.png
410|Shieldon||Rock|Steel|350|30|42|118|42|88|30|https://img.pokemondb.net/sprites/sun-moon/icon/shieldon.png
411|Bastiodon||Rock|Steel|495|60|52|168|47|138|30|https://img.pokemondb.net/sprites/sun-moon/icon/bastiodon.png
412|Burmy||Bug||224|40|29|45|29|45|36|https://img.pokemondb.net/sprites/sun-moon/icon/burmy.png
413|Wormadam|Plant Cloak|Bug|Grass|424|60|59|85|79|105|36|https://img.pokemondb.net/sprites/sun-moon/icon/wormadam-plant.png
413|Wormadam|Sandy Cloak|Bug|Ground|424|60|79|105|59|85|36|https://img.pokemondb.net/sprites/sun-moon/icon/wormadam-sandy.png
413|Wormadam|Trash Cloak|Bug|Steel|424|60|69|95|69|95|36|https://img.pokemondb.net/sprites/sun-moon/icon/wormadam-trash.png
414|Mothim||Bug|Flying|424|70|94|50|94|50|66|https://img.pokemondb.net/sprites/sun-moon/icon/mothim.png
415|Combee||Bug|Flying|244|30|30|42|30|42|70|https://img.pokemondb.net/sprites/sun-moon/icon/combee.png
416|Vespiquen||Bug|Flying|474|70|80|102|80|102|40|https://img.pokemondb.net/sprites/sun-moon/icon/vespiquen.png
417|Pachirisu||Electric||405|60|45|70|45|90|95|https://img.pokemondb.net/sprites/sun-moon/icon/pachirisu.png
418|Buizel||Water||330|55|65|35|60|30|85|https://img.pokemondb.net/sprites/sun-moon/icon/buizel.png
419|Floatzel||Water||495|85|105|55|85|50|115|https://img.pokemondb.net/sprites/sun-moon/icon/floatzel.png
420|Cherubi||Grass||275|45|35|45|62|53|35|https://img.pokemondb.net/sprites/sun-moon/icon/cherubi.png
421|Cherrim||Grass||450|70|60|70|87|78|85|https://img.pokemondb.net/sprites/sun-moon/icon/cherrim.png
422|Shellos||Water||325|76|48|48|57|62|34|https://img.pokemondb.net/sprites/sun-moon/icon/shellos.png
423|Gastrodon||Water|Ground|475|111|83|68|92|82|39|https://img.pokemondb.net/sprites/sun-moon/icon/gastrodon.png
424|Ambipom||Normal||482|75|100|66|60|66|115|https://img.pokemondb.net/sprites/sun-moon/icon/ambipom.png
425|Drifloon||Ghost|Flying|348|90|50|34|60|44|70|https://img.pokemondb.net/sprites/sun-moon/icon/drifloon.png
426|Drifblim||Ghost|Flying|498|150|80|44|90|54|80|https://img.pokemondb.net/sprites/sun-moon/icon/drifblim.png
427|Buneary||Normal||350|55|66|44|44|56|85|https://img.pokemondb.net/sprites/sun-moon/icon/buneary.png
428|Lopunny||Normal||480|65|76|84|54|96|105|https://img.pokemondb.net/sprites/sun-moon/icon/lopunny.png
428|Lopunny|Mega Lopunny|Normal|Fighting|580|65|136|94|54|96|135|https://img.pokemondb.net/sprites/sun-moon/icon/lopunny-mega.png
429|Mismagius||Ghost||495|60|60|60|105|105|105|https://img.pokemondb.net/sprites/sun-moon/icon/mismagius.png
430|Honchkrow||Dark|Flying|505|100|125|52|105|52|71|https://img.pokemondb.net/sprites/sun-moon/icon/honchkrow.png
431|Glameow||Normal||310|49|55|42|42|37|85|https://img.pokemondb.net/sprites/sun-moon/icon/glameow.png
432|Purugly||Normal||452|71|82|64|64|59|112|https://img.pokemondb.net/sprites/sun-moon/icon/purugly.png
433|Chingling||Psychic||285|45|30|50|65|50|45|https://img.pokemondb.net/sprites/sun-moon/icon/chingling.png
434|Stunky||Poison|Dark|329|63|63|47|41|41|74|https://img.pokemondb.net/sprites/sun-moon/icon/stunky.png
435|Skuntank||Poison|Dark|479|103|93|67|71|61|84|https://img.pokemondb.net/sprites/sun-moon/icon/skuntank.png
436|Bronzor||Steel|Psychic|300|57|24|86|24|86|23|https://img.pokemondb.net/sprites/sun-moon/icon/bronzor.png
437|Bronzong||Steel|Psychic|500|67|89|116|79|116|33|https://img.pokemondb.net/sprites/sun-moon/icon/bronzong.png
438|Bonsly||Rock||290|50|80|95|10|45|10|https://img.pokemondb.net/sprites/sun-moon/icon/bonsly.png
439|Mime Jr.||Psychic|Fairy|310|20|25|45|70|90|60|https://img.pokemondb.net/sprites/sun-moon/icon/mime-jr.png
440|Happiny||Normal||220|100|5|5|15|65|30|https://img.pokemondb.net/sprites/sun-moon/icon/happiny.png
441|Chatot||Normal|Flying|411|76|65|45|92|42|91|https://img.pokemondb.net/sprites/sun-moon/icon/chatot.png
442|Spiritomb||Ghost|Dark|485|50|92|108|92|108|35|https://img.pokemondb.net/sprites/sun-moon/icon/spiritomb.png
443|Gible||Dragon|Ground|300|58|70|45|40|45|42|https://img.pokemondb.net/sprites/sun-moon/icon/gible.png
444|Gabite||Dragon|Ground|410|68|90|65|50|55|82|https://img.pokemondb.net/sprites/sun-moon/icon/gabite.png
445|Garchomp||Dragon|Ground|600|108|130|95|80|85|102|https://img.pokemondb.net/sprites/sun-moon/icon/garchomp.png
445|Garchomp|Mega Garchomp|Dragon|Ground|700|108|170|115|120|95|92|https://img.pokemondb.net/sprites/sun-moon/icon/garchomp-mega.png
446|Munchlax||Normal||390|135|85|40|40|85|5|https://img.pokemondb.net/sprites/sun-moon/icon/munchlax.png
447|Riolu||Fighting||285|40|70|40|35|40|60|https://img.pokemondb.net/sprites/sun-moon/icon/riolu.png
448|Lucario||Fighting|Steel|525|70|110|70|115|70|90|https://img.pokemondb.net/sprites/sun-moon/icon/lucario.png
448|Lucario|Mega Lucario|Fighting|Steel|625|70|145|88|140|70|112|https://img.pokemondb.net/sprites/sun-moon/icon/lucario-mega.png
449|Hippopotas||Ground||330|68|72|78|38|42|32|https://img.pokemondb.net/sprites/sun-moon/icon/hippopotas.png
450|Hippowdon||Ground||525|108|112|118|68|72|47|https://img.pokemondb.net/sprites/sun-moon/icon/hippowdon.png
451|Skorupi||Poison|Bug|330|40|50|90|30|55|65|https://img.pokemondb.net/sprites/sun-moon/icon/skorupi.png
452|Drapion||Poison|Dark|500|70|90|110|60|75|95|https://img.pokemondb.net/sprites/sun-moon/icon/drapion.png
453|Croagunk||Poison|Fighting|300|48|61|40|61|40|50|https://img.pokemondb.net/sprites/sun-moon/icon/croagunk.png
454|Toxicroak||Poison|Fighting|490|83|106|65|86|65|85|https://img.pokemondb.net/sprites/sun-moon/icon/toxicroak.png
455|Carnivine||Grass||454|74|100|72|90|72|46|https://img.pokemondb.net/sprites/sun-moon/icon/carnivine.png
456|Finneon||Water||330|49|49|56|49|61|66|https://img.pokemondb.net/sprites/sun-moon/icon/finneon.png
457|Lumineon||Water||460|69|69|76|69|86|91|https://img.pokemondb.net/sprites/sun-moon/icon/lumineon.png
458|Mantyke||Water|Flying|345|45|20|50|60|120|50|https://img.pokemondb.net/sprites/sun-moon/icon/mantyke.png
459|Snover||Grass|Ice|334|60|62|50|62|60|40|https://img.pokemondb.net/sprites/sun-moon/icon/snover.png
460|Abomasnow||Grass|Ice|494|90|92|75|92|85|60|https://img.pokemondb.net/sprites/sun-moon/icon/abomasnow.png
460|Abomasnow|Mega Abomasnow|Grass|Ice|594|90|132|105|132|105|30|https://img.pokemondb.net/sprites/sun-moon/icon/abomasnow-mega.png
461|Weavile||Dark|Ice|510|70|120|65|45|85|125|https://img.pokemondb.net/sprites/sun-moon/icon/weavile.png
462|Magnezone||Electric|Steel|535|70|70|115|130|90|60|https://img.pokemondb.net/sprites/sun-moon/icon/magnezone.png
463|Lickilicky||Normal||515|110|85|95|80|95|50|https://img.pokemondb.net/sprites/sun-moon/icon/lickilicky.png
464|Rhyperior||Ground|Rock|535|115|140|130|55|55|40|https://img.pokemondb.net/sprites/sun-moon/icon/rhyperior.png
465|Tangrowth||Grass||535|100|100|125|110|50|50|https://img.pokemondb.net/sprites/sun-moon/icon/tangrowth.png
466|Electivire||Electric||540|75|123|67|95|85|95|https://img.pokemondb.net/sprites/sun-moon/icon/electivire.png
467|Magmortar||Fire||540|75|95|67|125|95|83|https://img.pokemondb.net/sprites/sun-moon/icon/magmortar.png
468|Togekiss||Fairy|Flying|545|85|50|95|120|115|80|https://img.pokemondb.net/sprites/sun-moon/icon/togekiss.png
469|Yanmega||Bug|Flying|515|86|76|86|116|56|95|https://img.pokemondb.net/sprites/sun-moon/icon/yanmega.png
470|Leafeon||Grass||525|65|110|130|60|65|95|https://img.pokemondb.net/sprites/sun-moon/icon/leafeon.png
471|Glaceon||Ice||525|65|60|110|130|95|65|https://img.pokemondb.net/sprites/sun-moon/icon/glaceon.png
472|Gliscor||Ground|Flying|510|75|95|125|45|75|95|https://img.pokemondb.net/sprites/sun-moon/icon/gliscor.png
473|Mamoswine||Ice|Ground|530|110|130|80|70|60|80|https://img.pokemondb.net/sprites/sun-moon/icon/mamoswine.png
474|Porygon-Z||Normal||535|85|80|70|135|75|90|https://img.pokemondb.net/sprites/sun-moon/icon/porygon-z.png
475|Gallade||Psychic|Fighting|518|68|125|65|65|115|80|https://img.pokemondb.net/sprites/sun-moon/icon/gallade.png
475|Gallade|Mega Gallade|Psychic|Fighting|618|68|165|95|65|115|110|https://img.pokemondb.net/sprites/sun-moon/icon/gallade-mega.png
476|Probopass||Rock|Steel|525|60|55|145|75|150|40|https://img.pokemondb.net/sprites/sun-moon/icon/probopass.png
477|Dusknoir||Ghost||525|45|100|135|65|135|45|https://img.pokemondb.net/sprites/sun-moon/icon/dusknoir.png
478|Froslass||Ice|Ghost|480|70|80|70|80|70|110|https://img.pokemondb.net/sprites/sun-moon/icon/froslass.png
479|Rotom||Electric|Ghost|440|50|50|77|95|77|91|https://img.pokemondb.net/sprites/sun-moon/icon/rotom.png
479|Rotom|Heat Rotom|Electric|Fire|520|50|65|107|105|107|86|https://img.pokemondb.net/sprites/sun-moon/icon/rotom-heat.png
479|Rotom|Wash Rotom|Electric|Water|520|50|65|107|105|107|86|https://img.pokemondb.net/sprites/sun-moon/icon/rotom-wash.png
479|Rotom|Frost Rotom|Electric|Ice|520|50|65|107|105|107|86|https://img.pokemondb.net/sprites/sun-moon/icon/rotom-frost.png
479|Rotom|Fan Rotom|Electric|Flying|520|50|65|107|105|107|86|https://img.pokemondb.net/sprites/sun-moon/icon/rotom-fan.png
479|Rotom|Mow Rotom|Electric|Grass|520|50|65|107|105|107|86|https://img.pokemondb.net/sprites/sun-moon/icon/rotom-mow.png
480|Uxie||Psychic||580|75|75|130|75|130|95|https://img.pokemondb.net/sprites/sun-moon/icon/uxie.png
481|Mesprit||Psychic||580|80|105|105|105|105|80|https://img.pokemondb.net/sprites/sun-moon/icon/mesprit.png
482|Azelf||Psychic||580|75|125|70|125|70|115|https://img.pokemondb.net/sprites/sun-moon/icon/azelf.png
483|Dialga||Steel|Dragon|680|100|120|120|150|100|90|https://img.pokemondb.net/sprites/sun-moon/icon/dialga.png
484|Palkia||Water|Dragon|680|90|120|100|150|120|100|https://img.pokemondb.net/sprites/sun-moon/icon/palkia.png
485|Heatran||Fire|Steel|600|91|90|106|130|106|77|https://img.pokemondb.net/sprites/sun-moon/icon/heatran.png
486|Regigigas||Normal||670|110|160|110|80|110|100|https://img.pokemondb.net/sprites/sun-moon/icon/regigigas.png
487|Giratina|Altered Forme|Ghost|Dragon|680|150|100|120|100|120|90|https://img.pokemondb.net/sprites/sun-moon/icon/giratina-altered.png
487|Giratina|Origin Forme|Ghost|Dragon|680|150|120|100|120|100|90|https://img.pokemondb.net/sprites/sun-moon/icon/giratina-origin.png
488|Cresselia||Psychic||600|120|70|120|75|130|85|https://img.pokemondb.net/sprites/sun-moon/icon/cresselia.png
489|Phione||Water||480|80|80|80|80|80|80|https://img.pokemondb.net/sprites/sun-moon/icon/phione.png
490|Manaphy||Water||600|100|100|100|100|100|100|https://img.pokemondb.net/sprites/sun-moon/icon/manaphy.png
491|Darkrai||Dark||600|70|90|90|135|90|125|https://img.pokemondb.net/sprites/sun-moon/icon/darkrai.png
492|Shaymin|Land Forme|Grass||600|100|100|100|100|100|100|https://img.pokemondb.net/sprites/sun-moon/icon/shaymin-land.png
492|Shaymin|Sky Forme|Grass|Flying|600|100|103|75|120|75|127|https://img.pokemondb.net/sprites/sun-moon/icon/shaymin-sky.png
493|Arceus||Normal||720|120|120|120|120|120|120|https://img.pokemondb.net/sprites/sun-moon/icon/arceus.png
494|Victini||Psychic|Fire|600|100|100|100|100|100|100|https://img.pokemondb.net/sprites/sun-moon/icon/victini.png
495|Snivy||Grass||308|45|45|55|45|55|63|https://img.pokemondb.net/sprites/sun-moon/icon/snivy.png
496|Servine||Grass||413|60|60|75|60|75|83|https://img.pokemondb.net/sprites/sun-moon/icon/servine.png
497|Serperior||Grass||528|75|75|95|75|95|113|https://img.pokemondb.net/sprites/sun-moon/icon/serperior.png
498|Tepig||Fire||308|65|63|45|45|45|45|https://img.pokemondb.net/sprites/sun-moon/icon/tepig.png
499|Pignite||Fire|Fighting|418|90|93|55|70|55|55|https://img.pokemondb.net/sprites/sun-moon/icon/pignite.png
500|Emboar||Fire|Fighting|528|110|123|65|100|65|65|https://img.pokemondb.net/sprites/sun-moon/icon/emboar.png
501|Oshawott||Water||308|55|55|45|63|45|45|https://img.pokemondb.net/sprites/sun-moon/icon/oshawott.png
502|Dewott||Water||413|75|75|60|83|60|60|https://img.pokemondb.net/sprites/sun-moon/icon/dewott.png
503|Samurott||Water||528|95|100|85|108|70|70|https://img.pokemondb.net/sprites/sun-moon/icon/samurott.png
504|Patrat||Normal||255|45|55|39|35|39|42|https://img.pokemondb.net/sprites/sun-moon/icon/patrat.png
505|Watchog||Normal||420|60|85|69|60|69|77|https://img.pokemondb.net/sprites/sun-moon/icon/watchog.png
506|Lillipup||Normal||275|45|60|45|25|45|55|https://img.pokemondb.net/sprites/sun-moon/icon/lillipup.png
507|Herdier||Normal||370|65|80|65|35|65|60|https://img.pokemondb.net/sprites/sun-moon/icon/herdier.png
508|Stoutland||Normal||500|85|110|90|45|90|80|https://img.pokemondb.net/sprites/sun-moon/icon/stoutland.png
509|Purrloin||Dark||281|41|50|37|50|37|66|https://img.pokemondb.net/sprites/sun-moon/icon/purrloin.png
510|Liepard||Dark||446|64|88|50|88|50|106|https://img.pokemondb.net/sprites/sun-moon/icon/liepard.png
511|Pansage||Grass||316|50|53|48|53|48|64|https://img.pokemondb.net/sprites/sun-moon/icon/pansage.png
512|Simisage||Grass||498|75|98|63|98|63|101|https://img.pokemondb.net/sprites/sun-moon/icon/simisage.png
513|Pansear||Fire||316|50|53|48|53|48|64|https://img.pokemondb.net/sprites/sun-moon/icon/pansear.png
514|Simisear||Fire||498|75|98|63|98|63|101|https://img.pokemondb.net/sprites/sun-moon/icon/simisear.png
515|Panpour||Water||316|50|53|48|53|48|64|https://img.pokemondb.net/sprites/sun-moon/icon/panpour.png
516|Simipour||Water||498|75|98|63|98|63|101|https://img.pokemondb.net/sprites/sun-moon/icon/simipour.png
517|Munna||Psychic||292|76|25|45|67|55|24|https://img.pokemondb.net/sprites/sun-moon/icon/munna.png
518|Musharna||Psychic||487|116|55|85|107|95|29|https://img.pokemondb.net/sprites/sun-moon/icon/musharna.png
519|Pidove||Normal|Flying|264|50|55|50|36|30|43|https://img.pokemondb.net/sprites/sun-moon/icon/pidove.png
520|Tranquill||Normal|Flying|358|62|77|62|50|42|65|https://img.pokemondb.net/sprites/sun-moon/icon/tranquill.png
521|Unfezant||Normal|Flying|488|80|115|80|65|55|93|https://img.pokemondb.net/sprites/sun-moon/icon/unfezant.png
522|Blitzle||Electric||295|45|60|32|50|32|76|https://img.pokemondb.net/sprites/sun-moon/icon/blitzle.png
523|Zebstrika||Electric||497|75|100|63|80|63|116|https://img.pokemondb.net/sprites/sun-moon/icon/zebstrika.png
524|Roggenrola||Rock||280|55|75|85|25|25|15|https://img.pokemondb.net/sprites/sun-moon/icon/roggenrola.png
525|Boldore||Rock||390|70|105|105|50|40|20|https://img.pokemondb.net/sprites/sun-moon/icon/boldore.png
526|Gigalith||Rock||515|85|135|130|60|80|25|https://img.pokemondb.net/sprites/sun-moon/icon/gigalith.png
527|Woobat||Psychic|Flying|323|65|45|43|55|43|72|https://img.pokemondb.net/sprites/sun-moon/icon/woobat.png
528|Swoobat||Psychic|Flying|425|67|57|55|77|55|114|https://img.pokemondb.net/sprites/sun-moon/icon/swoobat.png
529|Drilbur||Ground||328|60|85|40|30|45|68|https://img.pokemondb.net/sprites/sun-moon/icon/drilbur.png
530|Excadrill||Ground|Steel|508|110|135|60|50|65|88|https://img.pokemondb.net/sprites/sun-moon/icon/excadrill.png
531|Audino||Normal||445|103|60|86|60|86|50|https://img.pokemondb.net/sprites/sun-moon/icon/audino.png
531|Audino|Mega Audino|Normal|Fairy|545|103|60|126|80|126|50|https://img.pokemondb.net/sprites/sun-moon/icon/audino-mega.png
532|Timburr||Fighting||305|75|80|55|25|35|35|https://img.pokemondb.net/sprites/sun-moon/icon/timburr.png
533|Gurdurr||Fighting||405|85|105|85|40|50|40|https://img.pokemondb.net/sprites/sun-moon/icon/gurdurr.png
534|Conkeldurr||Fighting||505|105|140|95|55|65|45|https://img.pokemondb.net/sprites/sun-moon/icon/conkeldurr.png
535|Tympole||Water||294|50|50|40|50|40|64|https://img.pokemondb.net/sprites/sun-moon/icon/tympole.png
536|Palpitoad||Water|Ground|384|75|65|55|65|55|69|https://img.pokemondb.net/sprites/sun-moon/icon/palpitoad.png
537|Seismitoad||Water|Ground|509|105|95|75|85|75|74|https://img.pokemondb.net/sprites/sun-moon/icon/seismitoad.png
538|Throh||Fighting||465|120|100|85|30|85|45|https://img.pokemondb.net/sprites/sun-moon/icon/throh.png
539|Sawk||Fighting||465|75|125|75|30|75|85|https://img.pokemondb.net/sprites/sun-moon/icon/sawk.png
540|Sewaddle||Bug|Grass|310|45|53|70|40|60|42|https://img.pokemondb.net/sprites/sun-moon/icon/sewaddle.png
541|Swadloon||Bug|Grass|380|55|63|90|50|80|42|https://img.pokemondb.net/sprites/sun-moon/icon/swadloon.png
542|Leavanny||Bug|Grass|500|75|103|80|70|80|92|https://img.pokemondb.net/sprites/sun-moon/icon/leavanny.png
543|Venipede||Bug|Poison|260|30|45|59|30|39|57|https://img.pokemondb.net/sprites/sun-moon/icon/venipede.png
544|Whirlipede||Bug|Poison|360|40|55|99|40|79|47|https://img.pokemondb.net/sprites/sun-moon/icon/whirlipede.png
545|Scolipede||Bug|Poison|485|60|100|89|55|69|112|https://img.pokemondb.net/sprites/sun-moon/icon/scolipede.png
546|Cottonee||Grass|Fairy|280|40|27|60|37|50|66|https://img.pokemondb.net/sprites/sun-moon/icon/cottonee.png
547|Whimsicott||Grass|Fairy|480|60|67|85|77|75|116|https://img.pokemondb.net/sprites/sun-moon/icon/whimsicott.png
548|Petilil||Grass||280|45|35|50|70|50|30|https://img.pokemondb.net/sprites/sun-moon/icon/petilil.png
549|Lilligant||Grass||480|70|60|75|110|75|90|https://img.pokemondb.net/sprites/sun-moon/icon/lilligant.png
550|Basculin|Red-Striped Form|Water||460|70|92|65|80|55|98|https://img.pokemondb.net/sprites/sun-moon/icon/basculin-red-striped.png
550|Basculin|Blue-Striped Form|Water||460|70|92|65|80|55|98|https://img.pokemondb.net/sprites/sun-moon/icon/basculin-blue-striped.png
551|Sandile||Ground|Dark|292|50|72|35|35|35|65|https://img.pokemondb.net/sprites/sun-moon/icon/sandile.png
552|Krokorok||Ground|Dark|351|60|82|45|45|45|74|https://img.pokemondb.net/sprites/sun-moon/icon/krokorok.png
553|Krookodile||Ground|Dark|519|95|117|80|65|70|92|https://img.pokemondb.net/sprites/sun-moon/icon/krookodile.png
554|Darumaka||Fire||315|70|90|45|15|45|50|https://img.pokemondb.net/sprites/sun-moon/icon/darumaka.png
555|Darmanitan|Standard Mode|Fire||480|105|140|55|30|55|95|https://img.pokemondb.net/sprites/sun-moon/icon/darmanitan-standard.png
555|Darmanitan|Zen Mode|Fire|Psychic|540|105|30|105|140|105|55|https://img.pokemondb.net/sprites/sun-moon/icon/darmanitan-zen.png
556|Maractus||Grass||461|75|86|67|106|67|60|https://img.pokemondb.net/sprites/sun-moon/icon/maractus.png
557|Dwebble||Bug|Rock|325|50|65|85|35|35|55|https://img.pokemondb.net/sprites/sun-moon/icon/dwebble.png
558|Crustle||Bug|Rock|485|70|105|125|65|75|45|https://img.pokemondb.net/sprites/sun-moon/icon/crustle.png
559|Scraggy||Dark|Fighting|348|50|75|70|35|70|48|https://img.pokemondb.net/sprites/sun-moon/icon/scraggy.png
560|Scrafty||Dark|Fighting|488|65|90|115|45|115|58|https://img.pokemondb.net/sprites/sun-moon/icon/scrafty.png
561|Sigilyph||Psychic|Flying|490|72|58|80|103|80|97|https://img.pokemondb.net/sprites/sun-moon/icon/sigilyph.png
562|Yamask||Ghost||303|38|30|85|55|65|30|https://img.pokemondb.net/sprites/sun-moon/icon/yamask.png
563|Cofagrigus||Ghost||483|58|50|145|95|105|30|https://img.pokemondb.net/sprites/sun-moon/icon/cofagrigus.png
564|Tirtouga||Water|Rock|355|54|78|103|53|45|22|https://img.pokemondb.net/sprites/sun-moon/icon/tirtouga.png
565|Carracosta||Water|Rock|495|74|108|133|83|65|32|https://img.pokemondb.net/sprites/sun-moon/icon/carracosta.png
566|Archen||Rock|Flying|401|55|112|45|74|45|70|https://img.pokemondb.net/sprites/sun-moon/icon/archen.png
567|Archeops||Rock|Flying|567|75|140|65|112|65|110|https://img.pokemondb.net/sprites/sun-moon/icon/archeops.png
568|Trubbish||Poison||329|50|50|62|40|62|65|https://img.pokemondb.net/sprites/sun-moon/icon/trubbish.png
569|Garbodor||Poison||474|80|95|82|60|82|75|https://img.pokemondb.net/sprites/sun-moon/icon/garbodor.png
570|Zorua||Dark||330|40|65|40|80|40|65|https://img.pokemondb.net/sprites/sun-moon/icon/zorua.png
571|Zoroark||Dark||510|60|105|60|120|60|105|https://img.pokemondb.net/sprites/sun-moon/icon/zoroark.png
572|Minccino||Normal||300|55|50|40|40|40|75|https://img.pokemondb.net/sprites/sun-moon/icon/minccino.png
573|Cinccino||Normal||470|75|95|60|65|60|115|https://img.pokemondb.net/sprites/sun-moon/icon/cinccino.png
574|Gothita||Psychic||290|45|30|50|55|65|45|https://img.pokemondb.net/sprites/sun-moon/icon/gothita.png
575|Gothorita||Psychic||390|60|45|70|75|85|55|https://img.pokemondb.net/sprites/sun-moon/icon/gothorita.png
576|Gothitelle||Psychic||490|70|55|95|95|110|65|https://img.pokemondb.net/sprites/sun-moon/icon/gothitelle.png
577|Solosis||Psychic||290|45|30|40|105|50|20|https://img.pokemondb.net/sprites/sun-moon/icon/solosis.png
578|Duosion||Psychic||370|65|40|50|125|60|30|https://img.pokemondb.net/sprites/sun-moon/icon/duosion.png
579|Reuniclus||Psychic||490|110|65|75|125|85|30|https://img.pokemondb.net/sprites/sun-moon/icon/reuniclus.png
580|Ducklett||Water|Flying|305|62|44|50|44|50|55|https://img.pokemondb.net/sprites/sun-moon/icon/ducklett.png
581|Swanna||Water|Flying|473|75|87|63|87|63|98|https://img.pokemondb.net/sprites/sun-moon/icon/swanna.png
582|Vanillite||Ice||305|36|50|50|65|60|44|https://img.pokemondb.net/sprites/sun-moon/icon/vanillite.png
583|Vanillish||Ice||395|51|65|65|80|75|59|https://img.pokemondb.net/sprites/sun-moon/icon/vanillish.png
584|Vanilluxe||Ice||535|71|95|85|110|95|79|https://img.pokemondb.net/sprites/sun-moon/icon/vanilluxe.png
585|Deerling||Normal|Grass|335|60|60|50|40|50|75|https://img.pokemondb.net/sprites/sun-moon/icon/deerling.png
586|Sawsbuck||Normal|Grass|475|80|100|70|60|70|95|https://img.pokemondb.net/sprites/sun-moon/icon/sawsbuck.png
587|Emolga||Electric|Flying|428|55|75|60|75|60|103|https://img.pokemondb.net/sprites/sun-moon/icon/emolga.png
588|Karrablast||Bug||315|50|75|45|40|45|60|https://img.pokemondb.net/sprites/sun-moon/icon/karrablast.png
589|Escavalier||Bug|Steel|495|70|135|105|60|105|20|https://img.pokemondb.net/sprites/sun-moon/icon/escavalier.png
590|Foongus||Grass|Poison|294|69|55|45|55|55|15|https://img.pokemondb.net/sprites/sun-moon/icon/foongus.png
591|Amoonguss||Grass|Poison|464|114|85|70|85|80|30|https://img.pokemondb.net/sprites/sun-moon/icon/amoonguss.png
592|Frillish||Water|Ghost|335|55|40|50|65|85|40|https://img.pokemondb.net/sprites/sun-moon/icon/frillish.png
593|Jellicent||Water|Ghost|480|100|60|70|85|105|60|https://img.pokemondb.net/sprites/sun-moon/icon/jellicent.png
594|Alomomola||Water||470|165|75|80|40|45|65|https://img.pokemondb.net/sprites/sun-moon/icon/alomomola.png
595|Joltik||Bug|Electric|319|50|47|50|57|50|65|https://img.pokemondb.net/sprites/sun-moon/icon/joltik.png
596|Galvantula||Bug|Electric|472|70|77|60|97|60|108|https://img.pokemondb.net/sprites/sun-moon/icon/galvantula.png
